design_name,clock_frequency_mhz,toggle_rate,static_probability,cell_count,seq_cell_count,total_area,logic_depth,dynamic_power,leakage_power,power_units,vdd,temperature,process,pvt_corner
full_half_add_1bit,200,0.90,0.37,11,0,0.137088,4,6.6504,541.2358,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,200,0.90,0.63,11,0,0.137088,4,6.6465,638.6167,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,200,0.90,0.90,11,0,0.137088,4,6.6426,748.5741,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.10,0.10,11,0,0.137088,4,814.8284,581.9031,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.10,0.37,11,0,0.137088,4,850.1335,603.6542,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.10,0.63,11,0,0.137088,4,874.8364,627.3253,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.10,0.90,11,0,0.137088,4,892.5000,706.8920,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.37,0.10,11,0,0.137088,4,2.8687,545.2371,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.37,0.37,11,0,0.137088,4,2.9290,604.0855,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.37,0.63,11,0,0.137088,4,3.0274,626.5313,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.37,0.90,11,0,0.137088,4,3.0195,715.2674,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.63,0.10,11,0,0.137088,4,4.8517,448.9404,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.63,0.37,11,0,0.137088,4,4.8489,541.2358,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.63,0.63,11,0,0.137088,4,4.8463,638.6167,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.63,0.90,11,0,0.137088,4,4.8435,748.5741,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.90,0.10,11,0,0.137088,4,6.7754,448.9404,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.90,0.37,11,0,0.137088,4,6.7714,541.2358,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.90,0.63,11,0,0.137088,4,6.7676,638.6167,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,300,0.90,0.90,11,0,0.137088,4,6.7636,748.5741,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.10,0.10,11,0,0.137088,4,823.5201,582.1865,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.10,0.37,11,0,0.137088,4,861.4889,601.0511,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.10,0.63,11,0,0.137088,4,883.6539,629.1014,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.10,0.90,11,0,0.137088,4,900.1337,706.9717,nW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.37,0.10,11,0,0.137088,4,2.9188,563.1207,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.37,0.37,11,0,0.137088,4,3.0228,602.8694,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.37,0.63,11,0,0.137088,4,3.1168,627.1134,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.37,0.90,11,0,0.137088,4,3.1275,708.3130,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.63,0.10,11,0,0.137088,4,4.8567,538.2548,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.63,0.37,11,0,0.137088,4,4.9269,604.1982,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
full_half_add_1bit,450,0.63,0.63,11,0,0.137088,4,5.0955,626.4946,uW/pW,0.60,25,TT,saed05rvt_base_tt0p60v25c
