design_name,clock_frequency_mhz,toggle_rate,static_probability,cell_count,seq_cell_count,total_area,logic_depth,dynamic_power,leakage_power,power_units,vdd,temperature,process,pvt_corner,split_set
no_1s,100,0.5,0.3,257,36,6.866496,1,11.3173,47.2541,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,100,0.5,0.7,257,36,6.866496,1,11.2869,47.3572,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,200,0.1,0.5,257,36,6.866496,1,2.8015,47.405,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,200,0.5,0.5,257,36,6.866496,1,12.2087,47.3672,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,200,0.3,0.5,257,36,6.866496,1,7.7429,47.4546,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,200,0.8,0.5,257,36,6.866496,1,18.2545,47.3672,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,200,0.5,0.3,257,36,6.866496,1,12.225,47.3145,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,200,0.5,0.7,257,36,6.866496,1,12.1925,47.4197,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,300,0.1,0.5,257,36,6.866496,1,2.8214,47.5372,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,300,0.5,0.5,257,36,6.866496,1,12.7013,47.5316,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,300,0.3,0.5,257,36,6.866496,1,7.8197,47.5314,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,300,0.8,0.5,257,36,6.866496,1,19.1775,47.5303,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,300,0.5,0.3,257,36,6.866496,1,12.4999,47.5197,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,300,0.5,0.7,257,36,6.866496,1,12.4564,47.5535,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,450,0.1,0.5,257,36,6.866496,1,2.8339,47.5437,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,450,0.5,0.5,257,36,6.866496,1,12.7639,47.4148,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,450,0.3,0.5,257,36,6.866496,1,7.8634,47.4134,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,450,0.8,0.5,257,36,6.866496,1,20.1023,47.4158,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,450,0.5,0.3,257,36,6.866496,1,12.7778,47.4284,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,450,0.5,0.7,257,36,6.866496,1,12.727,47.4238,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,600,0.1,0.5,257,36,6.866496,1,2.8503,47.7526,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,600,0.5,0.5,257,36,6.866496,1,12.8946,47.6705,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,600,0.3,0.5,257,36,6.866496,1,7.9418,47.671,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,600,0.8,0.5,257,36,6.866496,1,20.2986,47.6714,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,600,0.5,0.3,257,36,6.866496,1,12.8941,47.6826,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,600,0.5,0.7,257,36,6.866496,1,12.8329,47.6825,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,750,0.1,0.5,257,36,6.866496,1,2.8676,47.8733,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,750,0.5,0.5,257,36,6.866496,1,12.9345,47.774,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,750,0.3,0.5,257,36,6.866496,1,7.9804,47.7805,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,750,0.8,0.5,257,36,6.866496,1,20.3624,47.7752,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,750,0.5,0.3,257,36,6.866496,1,12.9576,47.7897,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,750,0.5,0.7,257,36,6.866496,1,12.8858,47.7822,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,900,0.1,0.5,257,36,6.866496,1,2.8691,47.945,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,900,0.5,0.5,257,36,6.866496,1,12.9347,47.8166,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,900,0.3,0.5,257,36,6.866496,1,7.9811,47.8188,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,900,0.8,0.5,257,36,6.866496,1,20.3616,47.8166,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,900,0.5,0.3,257,36,6.866496,1,12.9722,47.8305,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,900,0.5,0.7,257,36,6.866496,1,12.881,47.8258,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,1000,0.1,0.5,257,36,6.866496,1,2.8731,48.0108,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,1000,0.5,0.5,257,36,6.866496,1,13.0403,47.9104,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,1000,0.3,0.5,257,36,6.866496,1,8.0367,47.9107,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Train
no_1s,1000,0.8,0.5,257,36,6.866496,1,20.5318,47.9111,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,1000,0.5,0.3,257,36,6.866496,1,13.0843,47.9262,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Test
no_1s,1000,0.5,0.7,257,36,6.866496,1,12.9677,47.9167,uW/nW,0.66,25,FF,saed05rvt_base_ff0p660v25c,Validation
no_1s,10,0.1,0.5,257,36,6.866496,1,3.5106,12.1398,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,10,0.5,0.5,257,36,6.866496,1,16.5609,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,10,0.3,0.5,257,36,6.866496,1,10.0443,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,10,0.8,0.5,257,36,6.866496,1,26.3359,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,10,0.5,0.3,257,36,6.866496,1,16.5657,12.2369,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,10,0.5,0.7,257,36,6.866496,1,16.5562,12.048,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,50,0.1,0.5,257,36,6.866496,1,4.5231,12.1398,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,50,0.5,0.5,257,36,6.866496,1,17.6388,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,50,0.3,0.5,257,36,6.866496,1,11.1229,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,50,0.8,0.5,257,36,6.866496,1,27.4134,12.1424,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,50,0.5,0.3,257,36,6.866496,1,17.6624,12.2369,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,50,0.5,0.7,257,36,6.866496,1,17.6151,12.048,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,100,0.1,0.5,257,36,6.866496,1,4.579,12.1244,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,100,0.5,0.5,257,36,6.866496,1,18.4091,12.1246,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,100,0.3,0.5,257,36,6.866496,1,11.894,12.1246,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,100,0.8,0.5,257,36,6.866496,1,28.1831,12.1246,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,100,0.5,0.3,257,36,6.866496,1,18.4355,12.2226,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,100,0.5,0.7,257,36,6.866496,1,18.3826,12.0266,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,200,0.1,0.5,257,36,6.866496,1,4.6374,12.1421,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,200,0.5,0.5,257,36,6.866496,1,19.9245,12.1322,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,200,0.3,0.5,257,36,6.866496,1,12.6887,12.1557,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,200,0.8,0.5,257,36,6.866496,1,29.6973,12.1322,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,200,0.5,0.3,257,36,6.866496,1,19.953,12.2344,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,200,0.5,0.7,257,36,6.866496,1,19.896,12.0299,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,300,0.1,0.5,257,36,6.866496,1,4.6722,12.168,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,300,0.5,0.5,257,36,6.866496,1,20.7591,12.166,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,300,0.3,0.5,257,36,6.866496,1,12.8231,12.166,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,300,0.8,0.5,257,36,6.866496,1,31.239,12.1662,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,300,0.5,0.3,257,36,6.866496,1,20.4244,12.288,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,300,0.5,0.7,257,36,6.866496,1,20.3476,12.0465,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,450,0.1,0.5,257,36,6.866496,1,4.694,12.1688,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,450,0.5,0.5,257,36,6.866496,1,20.868,12.1322,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,450,0.3,0.5,257,36,6.866496,1,12.8992,12.1318,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,450,0.8,0.5,257,36,6.866496,1,32.7995,12.1324,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,450,0.5,0.3,257,36,6.866496,1,20.893,12.2663,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,450,0.5,0.7,257,36,6.866496,1,20.8034,12.0037,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,600,0.1,0.5,257,36,6.866496,1,4.7231,12.2158,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,600,0.5,0.5,257,36,6.866496,1,21.1008,12.1927,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,600,0.3,0.5,257,36,6.866496,1,13.0401,12.1928,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,600,0.8,0.5,257,36,6.866496,1,33.1452,12.1929,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,600,0.5,0.3,257,36,6.866496,1,21.0997,12.328,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,600,0.5,0.7,257,36,6.866496,1,20.9923,12.0632,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,750,0.1,0.5,257,36,6.866496,1,4.7539,12.2456,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,750,0.5,0.5,257,36,6.866496,1,21.1742,12.217,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,750,0.3,0.5,257,36,6.866496,1,13.1112,12.2185,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,750,0.8,0.5,257,36,6.866496,1,33.2632,12.2172,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,750,0.5,0.3,257,36,6.866496,1,21.2159,12.3538,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,750,0.5,0.7,257,36,6.866496,1,21.0883,12.0858,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,900,0.1,0.5,257,36,6.866496,1,4.7568,12.2636,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,900,0.5,0.5,257,36,6.866496,1,21.1746,12.2252,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,900,0.3,0.5,257,36,6.866496,1,13.1117,12.2257,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Validation
no_1s,900,0.8,0.5,257,36,6.866496,1,33.2627,12.2253,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,900,0.5,0.3,257,36,6.866496,1,21.242,12.3631,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,900,0.5,0.7,257,36,6.866496,1,21.0793,12.0928,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,1000,0.1,0.5,257,36,6.866496,1,4.7641,12.2795,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,1000,0.5,0.5,257,36,6.866496,1,21.3661,12.2494,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,1000,0.3,0.5,257,36,6.866496,1,13.2135,12.2494,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,1000,0.8,0.5,257,36,6.866496,1,33.5699,12.2495,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,1000,0.5,0.3,257,36,6.866496,1,21.4446,12.3887,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Test
no_1s,1000,0.5,0.7,257,36,6.866496,1,21.2357,12.1148,uW/uW,0.825,125,FF,saed05rvt_base_ff0p825v125c,Train
no_1s,10,0.1,0.5,257,36,6.866496,1,3.426,161.2275,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.5,0.5,257,36,6.866496,1,16.2131,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.3,0.5,257,36,6.866496,1,9.827,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.8,0.5,257,36,6.866496,1,25.7922,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.5,0.3,257,36,6.866496,1,16.2175,161.3193,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.5,0.7,257,36,6.866496,1,16.2087,161.1895,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,50,0.1,0.5,257,36,6.866496,1,4.3577,161.2275,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,50,0.5,0.5,257,36,6.866496,1,17.2048,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,50,0.3,0.5,257,36,6.866496,1,10.8186,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,50,0.8,0.5,257,36,6.866496,1,26.7839,161.2536,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,50,0.5,0.3,257,36,6.866496,1,17.2267,161.3193,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,50,0.5,0.7,257,36,6.866496,1,17.1827,161.1895,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,100,0.1,0.5,257,36,6.866496,1,4.4093,161.1044,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,100,0.5,0.5,257,36,6.866496,1,17.9403,161.1098,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,100,0.3,0.5,257,36,6.866496,1,11.5539,161.1098,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,100,0.8,0.5,257,36,6.866496,1,27.5197,161.1098,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,100,0.5,0.3,257,36,6.866496,1,17.9648,161.18,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,100,0.5,0.7,257,36,6.866496,1,17.9158,161.0394,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,200,0.1,0.5,257,36,6.866496,1,4.4638,161.4559,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,200,0.5,0.5,257,36,6.866496,1,19.3906,161.3252,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,200,0.3,0.5,257,36,6.866496,1,12.3086,161.6198,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,200,0.8,0.5,257,36,6.866496,1,28.9701,161.3252,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,200,0.5,0.3,257,36,6.866496,1,19.4169,161.4024,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,200,0.5,0.7,257,36,6.866496,1,19.3644,161.2475,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,300,0.1,0.5,257,36,6.866496,1,4.4958,161.8848,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,300,0.5,0.5,257,36,6.866496,1,20.1791,161.8615,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,300,0.3,0.5,257,36,6.866496,1,12.432,161.8608,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,300,0.8,0.5,257,36,6.866496,1,30.4468,161.8603,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,300,0.5,0.3,257,36,6.866496,1,19.8575,162.0971,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,300,0.5,0.7,257,36,6.866496,1,19.787,161.6611,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,450,0.1,0.5,257,36,6.866496,1,4.5156,161.9061,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,450,0.5,0.5,257,36,6.866496,1,20.2797,161.4589,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,450,0.3,0.5,257,36,6.866496,1,12.5024,161.4541,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,450,0.8,0.5,257,36,6.866496,1,31.9261,161.4623,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,450,0.5,0.3,257,36,6.866496,1,20.3025,161.7925,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,450,0.5,0.7,257,36,6.866496,1,20.2202,161.2057,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,600,0.1,0.5,257,36,6.866496,1,4.5418,162.5988,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,600,0.5,0.5,257,36,6.866496,1,20.49,162.3188,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,600,0.3,0.5,257,36,6.866496,1,12.6285,162.3206,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,600,0.8,0.5,257,36,6.866496,1,32.2414,162.3219,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,600,0.5,0.3,257,36,6.866496,1,20.4897,162.6535,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,600,0.5,0.7,257,36,6.866496,1,20.3905,162.0697,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,750,0.1,0.5,257,36,6.866496,1,4.5695,163.0004,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,750,0.5,0.5,257,36,6.866496,1,20.5545,162.6571,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,750,0.3,0.5,257,36,6.866496,1,12.6909,162.6794,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,750,0.8,0.5,257,36,6.866496,1,32.3445,162.6611,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,750,0.5,0.3,257,36,6.866496,1,20.5924,163.0053,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,750,0.5,0.7,257,36,6.866496,1,20.4759,162.3928,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,900,0.1,0.5,257,36,6.866496,1,4.5718,163.2388,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,900,0.5,0.5,257,36,6.866496,1,20.555,162.7962,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,900,0.3,0.5,257,36,6.866496,1,12.6919,162.8033,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,900,0.8,0.5,257,36,6.866496,1,32.344,162.7963,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,900,0.5,0.3,257,36,6.866496,1,20.6161,163.1405,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Test
no_1s,900,0.5,0.7,257,36,6.866496,1,20.4684,162.5329,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,1000,0.1,0.5,257,36,6.866496,1,4.5781,163.4616,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Validation
no_1s,1000,0.5,0.5,257,36,6.866496,1,20.7252,163.1197,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,1000,0.3,0.5,257,36,6.866496,1,12.7818,163.1206,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,1000,0.8,0.5,257,36,6.866496,1,32.6179,163.1221,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,1000,0.5,0.3,257,36,6.866496,1,20.7967,163.4743,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,1000,0.5,0.7,257,36,6.866496,1,20.6081,162.8426,uW/nW,0.825,25,FF,saed05rvt_base_ff0p825v25c,Train
no_1s,10,0.1,0.5,257,36,6.866496,1,1.4543,1.7749,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,10,0.5,0.5,257,36,6.866496,1,6.8841,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,10,0.3,0.5,257,36,6.866496,1,4.1724,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,10,0.8,0.5,257,36,6.866496,1,10.9517,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,10,0.5,0.3,257,36,6.866496,1,6.886,1.788,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,10,0.5,0.7,257,36,6.866496,1,6.8823,1.7627,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,50,0.1,0.5,257,36,6.866496,1,1.8477,1.7749,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,50,0.5,0.5,257,36,6.866496,1,7.3033,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,50,0.3,0.5,257,36,6.866496,1,4.5914,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,50,0.8,0.5,257,36,6.866496,1,11.3709,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,50,0.5,0.3,257,36,6.866496,1,7.3125,1.788,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Validation
no_1s,50,0.5,0.7,257,36,6.866496,1,7.294,1.7627,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,100,0.1,0.5,257,36,6.866496,1,1.8694,1.773,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,100,0.5,0.5,257,36,6.866496,1,7.6116,1.773,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,100,0.3,0.5,257,36,6.866496,1,4.8996,1.773,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,100,0.8,0.5,257,36,6.866496,1,11.6794,1.773,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,100,0.5,0.3,257,36,6.866496,1,7.6219,1.7861,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,100,0.5,0.7,257,36,6.866496,1,7.6013,1.7599,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,200,0.1,0.5,257,36,6.866496,1,1.8924,1.7753,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,200,0.5,0.5,257,36,6.866496,1,8.2195,1.7739,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Validation
no_1s,200,0.3,0.5,257,36,6.866496,1,5.2167,1.7772,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,200,0.8,0.5,257,36,6.866496,1,12.2875,1.7739,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,200,0.5,0.3,257,36,6.866496,1,8.2306,1.7876,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,200,0.5,0.7,257,36,6.866496,1,8.2086,1.7602,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,300,0.1,0.5,257,36,6.866496,1,1.9058,1.779,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,300,0.5,0.5,257,36,6.866496,1,8.5515,1.7786,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,300,0.3,0.5,257,36,6.866496,1,5.2686,1.7786,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Test
no_1s,300,0.8,0.5,257,36,6.866496,1,12.9062,1.7786,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
no_1s,300,0.5,0.3,257,36,6.866496,1,8.416,1.795,uW/uW,0.54,125,SS,saed05rvt_base_ss0p540v125c,Train
