design_name,clock_frequency_mhz,toggle_rate,static_probability,cell_count,seq_cell_count,total_area,logic_depth,dynamic_power,leakage_power,power_units,vdd,temperature,process,pvt_corner,split_set
cntr_3ud,200,0.3,0.5,23,3,0.580608,1,1.0445,2.3568,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,200,0.8,0.5,23,3,0.580608,1,1.9199,2.3559,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,200,0.5,0.3,23,3,0.580608,1,1.4995,2.3602,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,200,0.5,0.7,23,3,0.580608,1,1.4158,2.3516,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,300,0.1,0.5,23,3,0.580608,1,517.148,2.3612,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,300,0.5,0.5,23,3,0.580608,1,1.6012,2.3565,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,300,0.3,0.5,23,3,0.580608,1,1.0583,2.3566,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,300,0.8,0.5,23,3,0.580608,1,2.1785,2.3557,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,300,0.5,0.3,23,3,0.580608,1,1.6094,2.3739,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,300,0.5,0.7,23,3,0.580608,1,1.477,2.34,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,450,0.1,0.5,23,3,0.580608,1,520.2817,2.3602,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,450,0.5,0.5,23,3,0.580608,1,1.6248,2.3568,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,450,0.3,0.5,23,3,0.580608,1,1.0752,2.3566,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,450,0.8,0.5,23,3,0.580608,1,2.4505,2.3566,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Test
cntr_3ud,450,0.5,0.3,23,3,0.580608,1,1.7117,2.3816,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,450,0.5,0.7,23,3,0.580608,1,1.5451,2.3325,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Test
cntr_3ud,600,0.1,0.5,23,3,0.580608,1,532.529,2.3628,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,600,0.5,0.5,23,3,0.580608,1,1.6421,2.356,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,600,0.3,0.5,23,3,0.580608,1,1.0928,2.356,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,600,0.8,0.5,23,3,0.580608,1,2.4736,2.356,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,600,0.5,0.3,23,3,0.580608,1,1.7332,2.3807,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,600,0.5,0.7,23,3,0.580608,1,1.5616,2.3323,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Test
cntr_3ud,750,0.1,0.5,23,3,0.580608,1,529.9431,2.3615,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,750,0.5,0.5,23,3,0.580608,1,1.6307,2.3543,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,750,0.3,0.5,23,3,0.580608,1,1.0793,2.3543,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Validation
cntr_3ud,750,0.8,0.5,23,3,0.580608,1,2.4536,2.3542,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,750,0.5,0.3,23,3,0.580608,1,1.7186,2.3793,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,750,0.5,0.7,23,3,0.580608,1,1.5478,2.3304,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,900,0.1,0.5,23,3,0.580608,1,535.0331,2.364,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Test
cntr_3ud,900,0.5,0.5,23,3,0.580608,1,1.6491,2.3559,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,900,0.3,0.5,23,3,0.580608,1,1.0905,2.3562,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,900,0.8,0.5,23,3,0.580608,1,2.4835,2.3559,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,900,0.5,0.3,23,3,0.580608,1,1.7357,2.3807,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,900,0.5,0.7,23,3,0.580608,1,1.5616,2.332,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.1,0.5,23,3,0.580608,1,537.8493,2.3676,nW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.5,0.5,23,3,0.580608,1,1.6546,2.3573,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.3,0.5,23,3,0.580608,1,1.0966,2.3577,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.8,0.5,23,3,0.580608,1,2.4888,2.3574,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.5,0.3,23,3,0.580608,1,1.7411,2.3823,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,1000,0.5,0.7,23,3,0.580608,1,1.5678,2.3337,uW/nW,0.6,25,TT,saed05rvt_base_tt0p60v25c,Train
cntr_3ud,10,0.1,0.5,23,3,0.580608,1,220.4242,255.939,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,10,0.5,0.5,23,3,0.580608,1,838.4637,257.998,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,10,0.3,0.5,23,3,0.580608,1,524.7669,257.998,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,10,0.8,0.5,23,3,0.580608,1,1.309,257.998,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,10,0.5,0.3,23,3,0.580608,1,840.6115,254.7961,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,10,0.5,0.7,23,3,0.580608,1,835.1545,259.3511,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,50,0.1,0.5,23,3,0.580608,1,474.0085,255.939,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,50,0.5,0.5,23,3,0.580608,1,1.0552,257.998,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,50,0.3,0.5,23,3,0.580608,1,741.3361,257.998,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,50,0.8,0.5,23,3,0.580608,1,1.5258,257.998,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,50,0.5,0.3,23,3,0.580608,1,1.0659,254.7961,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,50,0.5,0.7,23,3,0.580608,1,1.0387,259.3511,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.1,0.5,23,3,0.580608,1,493.7007,256.8863,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.5,0.5,23,3,0.580608,1,1.2214,256.5081,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.3,0.5,23,3,0.580608,1,906.4421,256.5081,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.8,0.5,23,3,0.580608,1,1.6935,256.5081,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.5,0.3,23,3,0.580608,1,1.2431,256.0497,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,100,0.5,0.7,23,3,0.580608,1,1.1994,256.9656,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,200,0.1,0.5,23,3,0.580608,1,527.969,257.2225,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,200,0.5,0.5,23,3,0.580608,1,1.5002,256.5314,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,200,0.3,0.5,23,3,0.580608,1,1.0769,256.6613,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,200,0.8,0.5,23,3,0.580608,1,1.9725,256.5314,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,200,0.5,0.3,23,3,0.580608,1,1.5431,256.0599,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,200,0.5,0.7,23,3,0.580608,1,1.4579,256.9999,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,300,0.1,0.5,23,3,0.580608,1,534.738,257.1798,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,300,0.5,0.5,23,3,0.580608,1,1.6494,256.5776,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,300,0.3,0.5,23,3,0.580608,1,1.0911,256.5795,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,300,0.8,0.5,23,3,0.580608,1,2.2409,256.4877,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,300,0.5,0.3,23,3,0.580608,1,1.6571,257.8638,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,300,0.5,0.7,23,3,0.580608,1,1.5212,254.4706,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,450,0.1,0.5,23,3,0.580608,1,537.9576,256.9886,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,450,0.5,0.5,23,3,0.580608,1,1.674,256.6218,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,450,0.3,0.5,23,3,0.580608,1,1.1086,256.5949,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,450,0.8,0.5,23,3,0.580608,1,2.5235,256.5998,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,450,0.5,0.3,23,3,0.580608,1,1.7634,258.9014,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,450,0.5,0.7,23,3,0.580608,1,1.592,252.8903,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,600,0.1,0.5,23,3,0.580608,1,550.7659,257.3928,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,600,0.5,0.5,23,3,0.580608,1,1.692,256.5299,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,600,0.3,0.5,23,3,0.580608,1,1.1269,256.5413,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,600,0.8,0.5,23,3,0.580608,1,2.5474,256.5359,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,600,0.5,0.3,23,3,0.580608,1,1.7858,258.8172,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,600,0.5,0.7,23,3,0.580608,1,1.6092,252.8815,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,750,0.1,0.5,23,3,0.580608,1,547.9627,257.176,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,750,0.5,0.5,23,3,0.580608,1,1.68,256.2347,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,750,0.3,0.5,23,3,0.580608,1,1.1128,256.2217,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,750,0.8,0.5,23,3,0.580608,1,2.5263,256.2144,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,750,0.5,0.3,23,3,0.580608,1,1.7704,258.618,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,750,0.5,0.7,23,3,0.580608,1,1.5946,252.5126,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,900,0.1,0.5,23,3,0.580608,1,553.2612,257.556,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,900,0.5,0.5,23,3,0.580608,1,1.6993,256.5178,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,900,0.3,0.5,23,3,0.580608,1,1.1245,256.5777,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,900,0.8,0.5,23,3,0.580608,1,2.5577,256.518,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,900,0.5,0.3,23,3,0.580608,1,1.7883,258.8474,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,900,0.5,0.7,23,3,0.580608,1,1.6091,252.812,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,1000,0.1,0.5,23,3,0.580608,1,556.1771,258.0565,nW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,1000,0.5,0.5,23,3,0.580608,1,1.705,256.7084,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,1000,0.3,0.5,23,3,0.580608,1,1.1308,256.7608,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,1000,0.8,0.5,23,3,0.580608,1,2.5632,256.7266,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Validation
cntr_3ud,1000,0.5,0.3,23,3,0.580608,1,1.7939,259.0671,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Train
cntr_3ud,1000,0.5,0.7,23,3,0.580608,1,1.6156,253.0247,uW/nW,0.6,125,TT,saed05rvt_base_tt0p60v125c,Test
cntr_3ud,10,0.1,0.5,23,3,0.580608,1,353.0124,641.2183,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,10,0.5,0.5,23,3,0.580608,1,1.3305,646.4151,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,10,0.3,0.5,23,3,0.580608,1,833.8998,646.4151,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,10,0.8,0.5,23,3,0.580608,1,2.0753,646.4151,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,10,0.5,0.3,23,3,0.580608,1,1.3339,638.6291,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,10,0.5,0.7,23,3,0.580608,1,1.325,649.4822,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,50,0.1,0.5,23,3,0.580608,1,770.9038,641.2183,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,50,0.5,0.5,23,3,0.580608,1,1.6865,646.4151,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,50,0.3,0.5,23,3,0.580608,1,1.1897,646.4151,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,50,0.8,0.5,23,3,0.580608,1,2.4315,646.4151,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,50,0.5,0.3,23,3,0.580608,1,1.7039,638.6291,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,50,0.5,0.7,23,3,0.580608,1,1.6595,649.4822,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,100,0.1,0.5,23,3,0.580608,1,805.7437,643.1506,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,100,0.5,0.5,23,3,0.580608,1,1.9598,642.1483,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,100,0.3,0.5,23,3,0.580608,1,1.4625,642.1483,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,100,0.8,0.5,23,3,0.580608,1,2.7056,642.1483,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,100,0.5,0.3,23,3,0.580608,1,1.9954,641.4226,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,100,0.5,0.7,23,3,0.580608,1,1.9239,642.8719,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,200,0.1,0.5,23,3,0.580608,1,862.351,643.9998,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,200,0.5,0.5,23,3,0.580608,1,2.4164,642.2143,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,200,0.3,0.5,23,3,0.580608,1,1.7421,642.5463,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,200,0.8,0.5,23,3,0.580608,1,3.1624,642.2143,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,200,0.5,0.3,23,3,0.580608,1,2.4866,641.4551,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,200,0.5,0.7,23,3,0.580608,1,2.3472,642.9667,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,300,0.1,0.5,23,3,0.580608,1,873.3806,643.8922,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,300,0.5,0.5,23,3,0.580608,1,2.661,642.3425,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,300,0.3,0.5,23,3,0.580608,1,1.7655,642.3478,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,300,0.8,0.5,23,3,0.580608,1,3.6017,642.1081,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,300,0.5,0.3,23,3,0.580608,1,2.6741,646.0386,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,300,0.5,0.7,23,3,0.580608,1,2.4506,636.4938,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,450,0.1,0.5,23,3,0.580608,1,878.5582,643.404,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,450,0.5,0.5,23,3,0.580608,1,2.7014,642.456,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,450,0.3,0.5,23,3,0.580608,1,1.7944,642.3868,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,450,0.8,0.5,23,3,0.580608,1,4.0644,642.3992,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,450,0.5,0.3,23,3,0.580608,1,2.8486,648.6691,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,450,0.5,0.7,23,3,0.580608,1,2.5662,632.4412,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.1,0.5,23,3,0.580608,1,899.9846,644.4319,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.5,0.5,23,3,0.580608,1,2.7312,642.2214,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.3,0.5,23,3,0.580608,1,1.8248,642.2513,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.8,0.5,23,3,0.580608,1,4.104,642.2374,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.5,0.3,23,3,0.580608,1,2.8859,648.4533,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,600,0.5,0.7,23,3,0.580608,1,2.5949,632.4238,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,750,0.1,0.5,23,3,0.580608,1,895.2326,643.8954,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,750,0.5,0.5,23,3,0.580608,1,2.7115,641.4791,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,750,0.3,0.5,23,3,0.580608,1,1.8014,641.4469,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,750,0.8,0.5,23,3,0.580608,1,4.0692,641.4276,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,750,0.5,0.3,23,3,0.580608,1,2.8604,647.9578,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,750,0.5,0.7,23,3,0.580608,1,2.5707,631.4927,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,900,0.1,0.5,23,3,0.580608,1,903.9213,644.8405,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,900,0.5,0.5,23,3,0.580608,1,2.7432,642.1707,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,900,0.3,0.5,23,3,0.580608,1,1.8205,642.3248,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,900,0.8,0.5,23,3,0.580608,1,4.1209,642.1713,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Validation
cntr_3ud,900,0.5,0.3,23,3,0.580608,1,2.8898,648.5123,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,900,0.5,0.7,23,3,0.580608,1,2.5945,632.2244,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,1000,0.1,0.5,23,3,0.580608,1,908.6878,646.1176,nW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,1000,0.5,0.5,23,3,0.580608,1,2.7524,642.6543,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,1000,0.3,0.5,23,3,0.580608,1,1.8309,642.7905,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Test
cntr_3ud,1000,0.8,0.5,23,3,0.580608,1,4.1297,642.7007,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,1000,0.5,0.3,23,3,0.580608,1,2.8989,649.0726,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,1000,0.5,0.7,23,3,0.580608,1,2.605,632.7641,uW/nW,0.75,125,TT,saed05rvt_base_tt0p75v125c,Train
cntr_3ud,10,0.1,0.5,23,3,0.580608,1,341.3351,7.536,nW/nW,0.75,25,TT,saed05rvt_base_tt0p75v25c,Validation
cntr_3ud,10,0.5,0.5,23,3,0.580608,1,1.301,7.5937,uW/nW,0.75,25,TT,saed05rvt_base_tt0p75v25c,Train
cntr_3ud,10,0.3,0.5,23,3,0.580608,1,814.0594,7.5937,nW/nW,0.75,25,TT,saed05rvt_base_tt0p75v25c,Test
cntr_3ud,10,0.8,0.5,23,3,0.580608,1,2.0313,7.5937,uW/nW,0.75,25,TT,saed05rvt_base_tt0p75v25c,Train
